cmpdiupacname,rotbonds,hbonddonor,mf,cid,complexity,mw,heavycnt,cmpdname,polararea,cmpdinchikey,hbondacc,xlogp
5-[(E)-prop-1-enyl]-1H-imidazole,1,1,C6H8N2,15764154,88.5,108.141,8,SCHEMBL266450,28.7,QVTTWNXAJRQQHZ-NSCUHMNNSA-N,1,0.001
"1,4,5,6-tetrahydrocyclopenta[d]imidazole",0,1,C6H8N2,12251749,92.5,108.141,8,"1,4,5,6-tetrahydrocyclopenta[d]imidazole",28.7,IIQDERIUJKTLRA-UHFFFAOYSA-N,1,0
4-ethenyl-5-methyl-1H-imidazole,1,1,C6H8N2,85949601,90.5,108.141,8,,28.7,WCRBKANANQAASM-UHFFFAOYSA-N,1,0.001
4-hydroxy-1H-imidazole-5-carbonitrile,0,2,C4H3N3O,337100,127,109.086,8,5-hydroxy-3H-imidazole-4-carbonitrile,72.7,WMJORRSQKXCYDF-UHFFFAOYSA-N,3,0
"2H-imidazo[4,5-d][1,2]oxazole",0,1,C4H3N3O,19385669,97.3,109.086,8,SCHEMBL218421,54.7,VPIISTLIZXHVOC-UHFFFAOYSA-N,3,0
"4H-imidazo[4,5-d][1,3]oxazole",0,1,C4H3N3O,20093425,97.3,109.086,8,SCHEMBL9167914,54.7,GHYOKJLLAFTJSN-UHFFFAOYSA-N,3,0
"1H-imidazo[4,5-c][1,2]oxazole",0,1,C4H3N3O,20093427,97.3,109.086,8,SCHEMBL9164764,54.7,CBJIQIFUCGSXBQ-UHFFFAOYSA-N,3,0
5-azido-1H-imidazole,1,1,C3H3N5,54519353,115,109.089,8,5-Azido-1H-imidazole,43,UAMRARJQYMPQPU-UHFFFAOYSA-N,3,0.001
"1,2-dihydroimidazo[4,5-d]triazole",0,2,C3H3N5,56980752,93.7,109.089,8,SCHEMBL3601728,70.2,LYAFNHJQNNHOBU-UHFFFAOYSA-N,3,0
4-amino-1H-imidazole-5-carbonitrile,0,2,C4H4N4,16735796,123,109.094,8,,78.5,XEPBRDBFOSKYCF-OUBTZVSYSA-N,3,0
4-amino-1H-imidazole-5-carbonitrile,0,2,C4H4N4,16735797,123,109.094,8,,78.5,XEPBRDBFOSKYCF-HOSYLAQJSA-N,3,0
1-(1H-imidazol-4-yl)ethanone,1,1,C5H5N2O,57433520,103,109.106,8,,45.8,BJEAUMFNKCGDKR-UHFFFAOYSA-N,2,0
1H-imidazole-5-carboximidamide,1,3,C4H5N4,90477167,100,109.109,8,"1H-Imidazol-4-yl,5- -",78.6,LRGGKIFCYBCPBI-UHFFFAOYSA-N,2,0
"1,4,5,6-tetrahydropyrrolo[2,3-d]imidazole",0,2,C5H7N3,68583882,93.7,109.129,8,SCHEMBL3292081,40.7,CWJUNPVADCYYGS-UHFFFAOYSA-N,2,0
2-(1H-imidazol-5-yl)ethenamine,1,2,C5H7N3,91992657,89.7,109.129,8,"ethenamine,2-(1h-imidazol-5-yl)-",54.7,LIULXPQNUGVKSM-UHFFFAOYSA-N,2,
acetonitrile;1H-imidazole,0,1,C5H7N3,70121253,57.4,109.129,8,SCHEMBL7535132,52.5,WALIPGNVIPZUJN-UHFFFAOYSA-N,2,
ethenimine;1H-imidazole,0,2,C5H7N3,90842746,53.8,109.129,8,,52.5,SDJWUFPPYYEDLD-UHFFFAOYSA-N,2,
"1,4,5,6-tetrahydropyrrolo[3,4-d]imidazole",0,2,C5H7N3,45120616,93.7,109.129,8,933705-48-7,40.7,DHSAAWDYDOKDGX-UHFFFAOYSA-N,2,0
(E)-2-(1H-imidazol-5-yl)ethenamine,1,2,C5H7N3,76851789,89.7,109.129,8,948905-47-3,54.7,LIULXPQNUGVKSM-OWOJBTEDSA-N,2,0
2-(1H-imidazol-5-yl)ethanimine,2,2,C5H7N3,13797441,81.7,109.129,8,1H-IMIDAZOLE-5-ETHANIMINE,52.5,CBARHIPQWQYPOK-UHFFFAOYSA-N,2,0
5-propyl-1H-imidazole,2,1,C6H9N2,58115572,63.5,109.149,8,,28.7,XODUQHORRIYJLR-UHFFFAOYSA-N,1,1.1
5-propyl-1H-imidazole,2,1,C6H9N2,57429399,63.5,109.149,8,,28.7,WXMCWBLOAQDLRJ-UHFFFAOYSA-N,1,1.1
"1,2-dihydroimidazol-2-ylium-4-carboxylate",0,1,C4H2N2O2,87727840,98.7,110.07,8,SCHEMBL4783811,68.8,FZECMCIVHTVKJA-UHFFFAOYSA-N,3,0
"dioxolo[3,4-d]imidazole",0,0,C4H2N2O2,87704125,98,110.07,8,SCHEMBL4630528,52.1,XIOZQRBYRSGWPM-UHFFFAOYSA-N,4,0
"1H-imidazo[4,5-c][1,2,5]oxadiazole",0,1,C3H2N4O,46397661,97.3,110.074,8,SCHEMBL2044952,67.6,MZQJECAASONAKY-UHFFFAOYSA-N,4,0
"2H-imidazo[4,5-d]oxadiazole",0,1,C3H2N4O,45120617,97.3,110.074,8,"2H-Imidazo[4,5-d]-1,2,3-oxadiazole",67.6,DMKRFLWOTGWWQJ-UHFFFAOYSA-N,4,0
4-amino-1H-imidazole-5-carbonitrile,0,2,C4H4N4,16735798,123,110.087,8,,78.5,XEPBRDBFOSKYCF-AEGZSVGQSA-N,3,0
1H-imidazol-5-yl($l^{2}-azanyl)methanone,1,2,C4H4N3O,59032705,104,110.094,8,,46.8,ZTSHKYZTWXZCHA-UHFFFAOYSA-N,2,0
1H-imidazole;azide,0,1,C3H4N5-,21253951,43.6,110.097,8,SCHEMBL9821396,31.7,LQYATWGHTPLHGI-UHFFFAOYSA-N,3,
2-(1H-imidazol-5-yl)acetaldehyde,2,1,C5H6N2O,150841,84.5,110.113,8,Imidazole acetaldehyde,45.8,MQSRGWNVEZRLDK-UHFFFAOYSA-N,2,0
5-methyl-1H-imidazole-4-carbaldehyde,1,1,C5H6N2O,2795887,94.4,110.113,8,5-Methyl-1H-imidazole-4-carbaldehyde,45.8,KMWCSNCNHSEXIF-UHFFFAOYSA-N,2,0
1-(1H-imidazol-5-yl)ethanone,1,1,C5H6N2O,565600,103,110.113,8,4-Acetylimidazole,45.8,TUFOJIVMBHBZRQ-UHFFFAOYSA-N,2,0
"5,6-dihydro-1H-furo[2,3-d]imidazole",0,1,C5H6N2O,57040555,96.4,110.113,8,SCHEMBL2041382,37.9,LYNPJBQORVCWPE-UHFFFAOYSA-N,2,0
"4,6-dihydro-1H-furo[3,4-d]imidazole",0,1,C5H6N2O,45120722,96.4,110.113,8,"1h-furo[3,4-d]imidazole,4,6-dihydro-",37.9,ZMMLPPGOGZIKID-UHFFFAOYSA-N,2,0
4-ethyl-5-methyl-1H-imidazole,1,1,C6H10N2,207292,72.9,110.157,8,4-ethyl-5-methyl-1H-imidazole,28.7,ZLKKTHXFUDTLOJ-UHFFFAOYSA-N,1,0.001
5-propan-2-yl-1H-imidazole,1,1,C6H10N2,11182587,70.9,110.157,8,4-ISOPROPYLIMIDAZOLE,28.7,HINMGNHBDCADKG-UHFFFAOYSA-N,1,0.001
5-propyl-1H-imidazole,2,1,C6H10N2,12551763,63.5,110.157,8,SCHEMBL326787,28.7,HPSJFXKHFLNPQM-UHFFFAOYSA-N,1,1.1
1H-imidazole-5-carboxylate,0,1,C4H3N2O2-,6999936,98.7,111.078,8,1H-imidazole-5-carboxylate,68.8,NKWCGTOZTHZDHB-UHFFFAOYSA-M,3,0
"1,2-dihydroimidazol-2-ylium-4-carboxylic acid",1,2,C4H3N2O2+,87727841,104,111.078,8,,66,FZECMCIVHTVKJA-UHFFFAOYSA-O,3,0
1H-imidazole-5-carboxamide,1,2,C4H5N3O,152917,104,111.102,8,1H-Imidazole-4-carboxamide,71.8,ZBNZAJFNDPPMDT-UHFFFAOYSA-N,2,0
"3,4-dihydro-2H-imidazo[4,5-d][1,3]oxazole",0,2,C4H5N3O,89524356,97.3,111.102,8,SCHEMBL14893054,49.9,XLOLIKUEBCFLSQ-UHFFFAOYSA-N,3,0
"3,4-dihydro-1H-imidazo[4,5-c][1,2]oxazole",0,2,C4H5N3O,67786910,97.3,111.102,8,SCHEMBL9164772,49.9,FQJBUSGPACHHFV-UHFFFAOYSA-N,3,0
cyanic acid;1H-imidazole,0,2,C4H5N3O,67828526,59.4,111.102,8,SCHEMBL9339516,72.7,KMSJMMQEJIKRNG-UHFFFAOYSA-N,3,
1H-imidazole;isocyanic acid,0,2,C4H5N3O,87530097,55.8,111.102,8,SCHEMBL3457633,69.6,OEIWCIOTLNSUKO-UHFFFAOYSA-N,3,
5-methyl-4-nitroso-1H-imidazole,0,1,C4H5N3O,88567736,95.3,111.102,8,SCHEMBL10108325,58.1,CVNQTLVRTXTCDR-UHFFFAOYSA-N,3,0
4-amino-1H-imidazole-5-carbaldehyde,1,2,C4H5N3O,20526784,95.3,111.102,8,SCHEMBL1703288,71.8,CAEXKDPRCDICAE-UHFFFAOYSA-N,3,0
N-(1H-imidazol-5-yl)formamide,1,2,C4H5N3O,21613900,85.4,111.102,8,SCHEMBL1996665,57.8,BIIHSFQRDPGOKA-UHFFFAOYSA-N,2,0
5-(nitrosomethyl)-1H-imidazole,1,1,C4H5N3O,53964052,85.4,111.102,8,,58.1,JMYNMTXMCKIWDI-UHFFFAOYSA-N,3,0
,0,2,C3H5N5,70225279,51.1,111.105,8,SCHEMBL7906065,54.5,KICZJMDUCTUKHI-UHFFFAOYSA-N,3,
"2-(1,2-dihydroimidazol-2-ylium-4-yl)ethanol",2,2,C5H7N2O+,87501314,67.4,111.121,8,,48.9,DGTUGVDUHSZFDP-UHFFFAOYSA-N,2,-0.4
2-(1H-imidazol-5-yl)ethanamine,2,2,C5H9N3,774,64.7,111.145,8,histamine,54.7,NTYJJOPFIAHURM-UHFFFAOYSA-N,2,-0.7
(1R)-1-(1H-imidazol-5-yl)ethanamine,1,2,C5H9N3,93512546,74.1,111.145,8,ZINC39132792,54.7,ZHELUGTZRQNNNL-SCSAIBSYSA-N,2,0
(1S)-1-(1H-imidazol-5-yl)ethanamine,1,2,C5H9N3,82418985,74.1,111.145,8,ZINC39132791,54.7,ZHELUGTZRQNNNL-BYPYZUCNSA-N,2,0
5-ethyl-1H-imidazol-4-amine,1,2,C5H9N3,83635304,74.1,111.145,8,AKOS023362032,54.7,CCTKGLJDPMXLIU-UHFFFAOYSA-N,2,0
1-(1H-imidazol-5-yl)-N-methylmethanamine,2,2,C5H9N3,20675588,64.7,111.145,8,N-(1H-Imidazol-4-ylmethyl)-N-methylamine,40.7,VYAFJWHVHCBQBJ-UHFFFAOYSA-N,2,-0.5
1-(1H-imidazol-5-yl)ethanamine,1,2,C5H9N3,19017454,74.1,111.145,8,850760-60-0,54.7,ZHELUGTZRQNNNL-UHFFFAOYSA-N,2,0
(5-methyl-1H-imidazol-4-yl)methanamine,1,2,C5H9N3,20393969,74.1,111.145,8,66780-83-4,54.7,XPOZILPQFAIBOC-UHFFFAOYSA-N,2,0
N-ethyl-1H-imidazol-5-amine,2,2,C5H9N3,18407651,64.7,111.145,8,SCHEMBL333702,40.7,GKAHYGRYUCURHP-UHFFFAOYSA-N,2,0
"N,N-dimethyl-1H-imidazol-5-amine",1,1,C5H9N3,23064530,72.1,111.145,8,SCHEMBL5378655,31.9,NVFFDPHSQRRFKK-UHFFFAOYSA-N,2,0
5-propan-2-yl-1H-imidazol-3-ium,1,2,C6H11N2+,59041520,70.9,111.164,8,CJ-19215,29.9,HINMGNHBDCADKG-UHFFFAOYSA-O,0,0.001
1H-imidazol-5-ylboronic acid,1,3,C3H5BN2O2,52988092,79.7,111.895,8,943138-65-6,69.1,GUSNYROLFJGBCT-UHFFFAOYSA-N,3,
4-nitroimidazol-1-ide,0,0,C3H2N3O2-,1201460,99.2,112.066,8,4-nitro-1-imidazolide,59.7,BPKVYRNJCIMUNH-UHFFFAOYSA-N,4,0
1H-imidazol-5-yl(methylidene)phosphane,1,1,C4H5N2P,54267786,74.1,112.069,7,SCHEMBL11469460,28.7,FJPYDUXOODJXHU-UHFFFAOYSA-N,1,0
1H-imidazole-5-carboxylic acid,1,2,C4H4N2O2,14080,104,112.086,8,1H-Imidazole-4-carboxylic acid,66,NKWCGTOZTHZDHB-UHFFFAOYSA-N,3,0
,1,2,C4H4N2O2+,101097055,104,112.086,8,,49.9,RCPCSVWWLQRCPT-UHFFFAOYSA-N,2,
1H-imidazol-5-yl formate,2,1,C4H4N2O2,10313106,86.1,112.086,8,SCHEMBL5512331,55,RVMZRHRSMVACJM-UHFFFAOYSA-N,3,0
"6H-[1,3]dioxolo[4,5-d]imidazole",0,1,C4H4N2O2,22033948,98,112.086,8,SCHEMBL4630531,47.1,UUPQZHYGYXBUBV-UHFFFAOYSA-N,3,0
"3,6-dihydro-1H-imidazo[4,5-c][1,2,5]oxadiazole",0,3,C3H4N4O,43839760,97.3,112.09,8,ZINC40174017,62,PXHJPXOCVUWFIT-UHFFFAOYSA-N,4,0.001
(5-methyl-1H-imidazol-4-yl)methanol,1,2,C5H8N2O,122433,76.8,112.129,8,4-Hydroxymethyl-5-methylimidazole,48.9,AXJZCJSXNZZMDU-UHFFFAOYSA-N,2,0
2-(1H-imidazol-5-yl)ethanol,2,2,C5H8N2O,3083655,67.4,112.129,8,872-82-2,48.9,HEEACTTWORLLPM-UHFFFAOYSA-N,2,-0.4
(1S)-1-(1H-imidazol-5-yl)ethanol,1,2,C5H8N2O,93513838,76.8,112.129,8,ZINC39210063,48.9,IQHUZSDQPYHSAS-BYPYZUCNSA-N,2,0
(1R)-1-(1H-imidazol-5-yl)ethanol,1,2,C5H8N2O,93513839,76.8,112.129,8,ZINC39210064,48.9,IQHUZSDQPYHSAS-SCSAIBSYSA-N,2,0
5-ethoxy-1H-imidazole,2,1,C5H8N2O,49757967,67.4,112.129,8,4-ETHOXY-1H-IMIDAZOLE,37.9,CZBLTDUWRUKPBQ-UHFFFAOYSA-N,2,0
acetaldehyde;1H-imidazole,0,1,C5H8N2O,22169426,38.3,112.129,8,SCHEMBL2333942,45.8,XTBICVLSYZUJSQ-UHFFFAOYSA-N,2,
5-(methoxymethyl)-1H-imidazole,2,1,C5H8N2O,21401481,67.4,112.129,8,5-(Methoxymethyl)-1H-imidazole,37.9,IKUAHKWSYIFRPJ-UHFFFAOYSA-N,2,-0.3
1-(1H-imidazol-5-yl)ethanol,1,2,C5H8N2O,12344797,76.8,112.129,8,1-(1H-imidazol-4-yl)ethanol,48.9,IQHUZSDQPYHSAS-UHFFFAOYSA-N,2,0
5-ethyl-1H-imidazol-4-ol,1,2,C5H8N2O,14094187,76.8,112.129,8,SCHEMBL1886662,48.9,AVKRFEZLHPIAJO-UHFFFAOYSA-N,2,0
4-methoxy-5-methyl-1H-imidazole,1,1,C5H8N2O,12531954,76.8,112.129,8,5-METHOXY-4-METHYLIMIDAZOLE,37.9,SUDOAQFYKYGABG-UHFFFAOYSA-N,2,0
5-(aminomethyl)-1H-imidazol-4-amine,1,3,C4H8N4,53423910,74.4,112.133,8,5-(AMINOMETHYL)-1H-IMIDAZOL-4-AMINE,80.7,YVJZPFHJIPJTDQ-UHFFFAOYSA-N,3,0
1H-imidazole-5-carbothialdehyde,1,1,C4H4N2S,14796672,74.1,112.152,7,,60.8,VRQRMQUOUBFOHO-UHFFFAOYSA-N,2,0
hydron;2-(1H-imidazol-5-yl)ethanamine,2,3,C5H10N3+,70180702,64.7,112.153,8,SCHEMBL7748391,54.7,NTYJJOPFIAHURM-UHFFFAOYSA-O,2,
2-(1H-imidazol-5-yl)ethylazanium,2,2,C5H10N3+,25201573,64.7,112.153,8,peremin,56.3,NTYJJOPFIAHURM-UHFFFAOYSA-O,1,-0.7
ethane;5-methyl-1H-imidazole,0,1,C6H12N2,89836614,44.8,112.172,8,SCHEMBL15300165,28.7,GMKLXAMWPDBMBH-UHFFFAOYSA-N,1,
1H-imidazole;propane,0,1,C6H12N2,67173283,28.1,112.172,8,SCHEMBL1819017,28.7,XPERNSXXODDLCL-UHFFFAOYSA-N,1,
"6-chloro-2,4-diazabicyclo[3.1.0]hexa-1,3,5-triene",0,0,C4HClN2,68743978,85.7,112.517,7,,25.8,OZXVMXJEOQNSHG-UHFFFAOYSA-N,2,0
dihydroxyboron;1H-imidazole,0,3,C3H6BN2O2,66847845,30.8,112.902,8,SCHEMBL932994,69.1,DZCVQILPDGPFKO-UHFFFAOYSA-N,3,
5-nitro-1H-imidazole,0,1,C3H3N3O2,18208,99.2,113.074,8,4-Nitroimidazole,74.5,VYDWQPKRHOGLPA-UHFFFAOYSA-N,3,0
1H-imidazol-3-ium-5-carboxylic acid,1,3,C4H5N2O2+,3733582,104,113.094,8,AC1MVIUR,67.2,NKWCGTOZTHZDHB-UHFFFAOYSA-O,2,0
1H-imidazole-5-carbonyloxidanium,1,2,C4H5N2O2+,59915964,104,113.094,8,,46.8,NKWCGTOZTHZDHB-UHFFFAOYSA-O,2,0
4-methoxy-1H-imidazol-5-amine,1,2,C4H7N3O,83619641,77.7,113.117,8,AKOS023345957,63.9,IOPMIIDPRUTFAI-UHFFFAOYSA-N,3,0
5-(aminomethyl)-1H-imidazol-4-ol,1,3,C4H7N3O,82593550,77.7,113.117,8,AKOS022902586,74.9,WMRNOXREFPWKHD-UHFFFAOYSA-N,3,0
N-(1H-imidazol-5-ylmethyl)hydroxylamine,2,3,C4H7N3O,82593547,68.3,113.117,8,ZINC82828833,60.9,QGHBVIYEGZHISQ-UHFFFAOYSA-N,3,-0.001
formamide;1H-imidazole,0,2,C4H7N3O,70022681,40.3,113.117,8,SCHEMBL7211178,71.8,SYABFBRKGAZLNN-UHFFFAOYSA-N,2,
N-methoxy-1H-imidazol-5-amine,2,2,C4H7N3O,88319872,68.3,113.117,8,SCHEMBL8540432,49.9,OWUCMMXELSQFSH-UHFFFAOYSA-N,3,0
O-(1H-imidazol-5-ylmethyl)hydroxylamine,2,2,C4H7N3O,23132375,68.3,113.117,8,SCHEMBL4271843,63.9,DMAJXJBCAAMVCT-UHFFFAOYSA-N,3,-0.001
(5-methyl-1H-imidazol-3-ium-4-yl)methanol,1,3,C5H9N2O+,1391500,76.8,113.137,8,AC1LRARH,50.2,AXJZCJSXNZZMDU-UHFFFAOYSA-O,1,0
2-(1H-imidazol-5-yl)-1-tritioethanamine,2,2,C5H9N3,11228777,64.7,113.153,8,,54.7,NTYJJOPFIAHURM-FUPOQFPWSA-N,2,-0.7
(1R)-2-(1H-imidazol-5-yl)-1-tritioethanamine,2,2,C5H9N3,25240735,64.7,113.153,8,,54.7,NTYJJOPFIAHURM-GEAOCWMZSA-N,2,-0.7
(1S)-2-(1H-imidazol-5-yl)-1-tritioethanamine,2,2,C5H9N3,25239956,64.7,113.153,8,,54.7,NTYJJOPFIAHURM-YEIUISBRSA-N,2,-0.7
"N,N-dideuterio-2-(1H-imidazol-5-yl)ethanamine",2,2,C5H9N3,91602189,64.7,113.157,8,,54.7,NTYJJOPFIAHURM-ZSJDYOACSA-N,2,-0.7
"1,1-dideuterio-2-(1H-imidazol-5-yl)ethanamine",2,2,C5H9N3,91388979,64.7,113.157,8,,54.7,NTYJJOPFIAHURM-CBTSVUPCSA-N,2,-0.7
azane;5-ethyl-1H-imidazole,1,2,C5H11N3,69395514,54,113.16,8,SCHEMBL5302839,29.7,TZNCOCIHALBFNC-UHFFFAOYSA-N,2,
1H-imidazole;sodium,0,1,C3H4N2Na2,70626960,28.1,114.056,7,SCHEMBL11649897,28.7,AIIBQMUDGAVQEY-UHFFFAOYSA-N,1,
5-[oxido(oxo)azaniumyl]-1H-imidazole,0,1,C3H3N3O2,11434928,99.2,114.068,8,,74.5,VYDWQPKRHOGLPA-PTQBSOBMSA-N,3,0
1H-imidazol-5-ylmethylphosphane,1,1,C4H7N2P,22121655,57.7,114.085,7,SCHEMBL6682754,28.7,OZQNRSVQPOEZBQ-UHFFFAOYSA-N,1,0
formic acid;1H-imidazole,0,2,C4H6N2O2,67127204,38.3,114.102,8,SCHEMBL1702259,66,BJFIGCBESRQZMQ-UHFFFAOYSA-N,3,
1H-imidazol-5-ylmethanediol,1,3,C4H6N2O2,19935378,76.4,114.102,8,SCHEMBL625062,69.1,NWOMMWVCNAOLOG-UHFFFAOYSA-N,3,-1.3
5-(hydroperoxymethyl)-1H-imidazole,2,2,C4H6N2O2,54493987,69.1,114.102,8,,58.1,XXTQCQQHUUOWNN-UHFFFAOYSA-N,3,0
(5-methyl-1H-imidazol-4-yl)methanol,1,2,C5H8N2O,10103143,76.8,114.122,8,,48.9,AXJZCJSXNZZMDU-HQMMCQRPSA-N,2,0
dideuterio-(5-methyl-1H-imidazol-4-yl)methanol,1,2,C5H8N2O,10441677,76.8,114.142,8,,48.9,AXJZCJSXNZZMDU-CBTSVUPCSA-N,2,0
1H-imidazole;methoxymethane,0,1,C5H10N2O,22764399,30.8,114.145,8,SCHEMBL5246988,37.9,GJMNTQBYQYGCTR-UHFFFAOYSA-N,2,
ethanol;1H-imidazole,0,2,C5H10N2O,21715454,30.8,114.145,8,SCHEMBL1750046,48.9,RVZHVQZQEPMTQJ-UHFFFAOYSA-N,2,
"N-deuterio-2-(2,5-dideuterio-1H-imidazol-4-yl)ethanamine",2,2,C5H9N3,101058406,64.7,114.163,8,,54.7,NTYJJOPFIAHURM-CJMWFYQISA-N,2,
1H-imidazol-5-ylmethanethiol,1,2,C4H6N2S,446714,57.7,114.168,7,(1H-IMIDAZOL-4-YL)METHANETHIOL,29.7,CUJKQNHBJRVCET-UHFFFAOYSA-N,2,0
5-methylsulfanyl-1H-imidazole,1,1,C4H6N2S,13084405,57.7,114.168,7,4-(Methylthio)-1H-imidazole,54,NLIJIXLRIYPOHM-UHFFFAOYSA-N,2,0
5-methyl-1H-imidazole-4-thiol,0,2,C4H6N2S,54116673,66.7,114.168,7,SCHEMBL11485918,29.7,NKUNUSAERRYNFF-UHFFFAOYSA-N,2,0
1H-imidazole;nitrous acid,0,2,C3H5N3O2,314473,38.3,115.09,8,NSC231946,78.3,WZLLQYLVLZNYGJ-UHFFFAOYSA-N,4,
O-(1H-imidazol-5-yloxy)hydroxylamine,2,2,C3H5N3O2,54272606,69.5,115.09,8,SCHEMBL10225989,73.2,RLFDRLCMWGSOEC-UHFFFAOYSA-N,4,0
azane;formaldehyde;1H-imidazole,0,2,C4H9N3O,70406769,30.1,115.133,8,SCHEMBL10623378,46.8,CQDPFKDALFYPJQ-UHFFFAOYSA-N,3,
5-amino-1H-imidazole-4-thiol,0,3,C3H5N3S,96637983,67.2,115.156,7,ZINC82411743,55.7,SBGPKNRUQCJRCT-UHFFFAOYSA-N,3,0
S-(1H-imidazol-5-yl)thiohydroxylamine,1,2,C3H5N3S,88615121,58.1,115.156,7,SCHEMBL10459080,80,HOMUFMJSMKIWDX-UHFFFAOYSA-N,3,0
"1,1,2,2-tetradeuterio-2-(1H-imidazol-5-yl)ethanamine",2,2,C5H9N3,45039382,64.7,115.169,8,Peremin-d4,54.7,NTYJJOPFIAHURM-LNLMKGTHSA-N,2,-0.7
trideuterio-[2-(1H-imidazol-5-yl)ethyl]azanium,2,2,C5H10N3+,100971766,64.7,115.171,8,,56.3,NTYJJOPFIAHURM-ZRLBSURWSA-O,1,
(4-fluoro-1H-imidazol-5-yl)methanol,1,2,C4H5FN2O,567446,80.4,116.093,8,(4-Fluoro-1H-imidazol-5-yl)methanol,48.9,VOSQKPYOZSYHSM-UHFFFAOYSA-N,3,-0.4
1H-imidazole;methylphosphane,0,1,C4H9N2P,70575335,30.1,116.101,7,SCHEMBL11380344,28.7,ODUDJACUOQUTFX-UHFFFAOYSA-N,1,
"4,5-diethynyl-1H-imidazole",2,1,C7H4N2,101105517,190,116.12,9,"4,5-Diethynyl-1H-imidazole",28.7,ICKXBJCISVQRGH-UHFFFAOYSA-N,1,
,0,1,C7H4N2,57358712,146,116.12,9,782499-58-5,28.7,ZNQFXBINCVPRQJ-UHFFFAOYSA-N,1,0
,0,3,C3H8N4O,70576056,30.8,116.121,8,SCHEMBL11383790,90,ZHQUBJAJGZSWSV-UHFFFAOYSA-N,4,
[4-(trideuteriomethyl)-1H-imidazol-5-yl]methanol,1,2,C5H8N2O,10441686,76.8,116.14,8,,48.9,AXJZCJSXNZZMDU-KQORAOOSSA-N,2,0
5-hydroxysulfanyl-1H-imidazole,1,2,C3H4N2OS,67693900,60.9,116.141,7,SCHEMBL8796416,74.2,DSZCEWNLWOXZNC-UHFFFAOYSA-N,3,0
[2-deuterio-4-(trideuteriomethyl)-1H-imidazol-5-yl]methanol,1,2,C5H8N2O,59314592,76.8,116.154,8,SCHEMBL13345826,48.9,AXJZCJSXNZZMDU-VYMTUXDUSA-N,2,0
5-(chloromethyl)-1H-imidazole,1,1,C4H5ClN2,217325,57.7,116.548,7,4-(chloromethyl)-1h-imidazole,28.7,HCGYTFXTHWTYFK-UHFFFAOYSA-N,1,0
4-chloro-5-methyl-1H-imidazole,0,1,C4H5ClN2,313196,66.7,116.548,7,4-Chloro-5-methyl-1H-imidazole,28.7,QJHGJSHNFXKDQH-UHFFFAOYSA-N,1,0.001
"1H-imidazole-4,5-dicarbonitrile",0,1,C5HN4,57424006,192,117.088,9,,76.3,HTPCWHZGQXPLOM-UHFFFAOYSA-N,3,0
5-ethynyl-1H-imidazole-4-carbonitrile,1,1,C6H3N3,14886842,191,117.108,9,SCHEMBL9697260,52.5,XGLWVTWOUNGGLJ-UHFFFAOYSA-N,2,0
benzimidazol-1-ide,0,0,C7H5N2-,6857585,91.1,117.128,9,benzimidazol-1-ide,13.9,KLTWGRFNJPLFDA-UHFFFAOYSA-N,2,1.4
benzimidazole,0,0,C7H5N2,5382488,91.1,117.128,9,,25.8,JYZIHLWOWKMNNX-UHFFFAOYSA-N,1,1.4
"1,2-dihydrobenzimidazol-2-ylium",0,1,C7H5N2+,91982338,103,117.128,9,"1H-1,3-BENZODIAZOL-2-YLIUM",28.7,RKXIKLIYHYMDRG-UHFFFAOYSA-N,1,
1H-benzimidazole,0,1,C7H5N2,57419805,103,117.128,9,,28.7,RYXVJCZMZMLRPS-UHFFFAOYSA-N,1,1.3
1H-benzimidazole,0,1,C7H5N2,57417618,103,117.128,9,,28.7,KZNAQCNLGLPBQI-UHFFFAOYSA-N,1,1.3
1H-benzimidazole,0,1,C7H5N2,13317790,103,117.128,9,,28.7,FBNDZCMBIJPGOJ-UHFFFAOYSA-N,1,1.3
1H-benzimidazole,0,1,C7H6N2,71493429,103,117.136,9,,28.7,HYZJCKYKOHLVJF-SFIIULIVSA-N,1,1.3
"(1S)-2-(2,5-ditritio-1H-imidazol-4-yl)-1-tritioethanamine",2,2,C5H9N3,11355470,64.7,117.169,8,,54.7,NTYJJOPFIAHURM-FAGSOIQRSA-N,2,-0.7
"2-(2,5-ditritio-1H-imidazol-4-yl)-1-tritioethanamine",2,2,C5H9N3,25240817,64.7,117.169,8,,54.7,NTYJJOPFIAHURM-ZOUJUMDNSA-N,2,-0.7
5-chloro-1H-imidazol-4-amine,0,2,C3H4ClN3,23329852,67.2,117.536,7,4-amino-5-chloroimidazole,54.7,VAJPDWXMFHKDJY-UHFFFAOYSA-N,2,0
lithium;1H-imidazole-5-carboxylate,1,1,C4H3LiN2O2,67031805,109,118.019,9,SCHEMBL1436799,68.8,OOJFBVYQTLGCGR-UHFFFAOYSA-M,3,
5-(difluoromethyl)-1H-imidazole,1,1,C4H4F2N2,12035266,76.4,118.084,8,4-(difluoromethyl)-1H-imidazole,28.7,IMHGAHPREAELBI-UHFFFAOYSA-N,3,0
2-(1H-imidazol-5-yl)ethanamine;lithium,2,2,C5H9LiN3,69178019,64.7,118.086,9,SCHEMBL4760179,54.7,GOUDCRFAMKZVGM-UHFFFAOYSA-N,2,
"1H-imidazole-4,5-dicarbonitrile",0,1,C5H2N4,70729,192,118.096,9,"4,5-Dicyanoimidazole",76.3,XGDRLCRGKUCBQL-UHFFFAOYSA-N,3,0
